run_id,method,N,depth,seed,theta_path,iter_csv
50a9ae8d,tr_correct_sampling,16,1,0,bench_out_4816/theta_50a9ae8d.pt,bench_out_4816/iter_50a9ae8d.csv
59f4d1b9,tr_efficient,16,1,0,bench_out_4816/theta_59f4d1b9.pt,bench_out_4816/iter_59f4d1b9.csv
cf4525ad,tr_correct_sampling,16,1,1,bench_out_4816/theta_cf4525ad.pt,bench_out_4816/iter_cf4525ad.csv
50a5213b,tr_efficient,16,1,1,bench_out_4816/theta_50a5213b.pt,bench_out_4816/iter_50a5213b.csv
b9104aa0,tr_correct_sampling,16,1,2,bench_out_4816/theta_b9104aa0.pt,bench_out_4816/iter_b9104aa0.csv
6fd8843f,tr_efficient,16,1,2,bench_out_4816/theta_6fd8843f.pt,bench_out_4816/iter_6fd8843f.csv
516a2071,tr_correct_sampling,16,3,0,bench_out_4816/theta_516a2071.pt,bench_out_4816/iter_516a2071.csv
8eefebdf,tr_efficient,16,3,0,bench_out_4816/theta_8eefebdf.pt,bench_out_4816/iter_8eefebdf.csv
f2c922f3,tr_correct_sampling,16,3,1,bench_out_4816/theta_f2c922f3.pt,bench_out_4816/iter_f2c922f3.csv
8d8bef68,tr_efficient,16,3,1,bench_out_4816/theta_8d8bef68.pt,bench_out_4816/iter_8d8bef68.csv
84d44de2,tr_correct_sampling,16,3,2,bench_out_4816/theta_84d44de2.pt,bench_out_4816/iter_84d44de2.csv
f278c953,tr_efficient,16,3,2,bench_out_4816/theta_f278c953.pt,bench_out_4816/iter_f278c953.csv
e1741f4e,tr_correct_sampling,16,5,0,bench_out_4816/theta_e1741f4e.pt,bench_out_4816/iter_e1741f4e.csv
0ed254b4,tr_efficient,16,5,0,bench_out_4816/theta_0ed254b4.pt,bench_out_4816/iter_0ed254b4.csv
a4ee2bf2,tr_correct_sampling,16,5,1,bench_out_4816/theta_a4ee2bf2.pt,bench_out_4816/iter_a4ee2bf2.csv
564b144b,tr_efficient,16,5,1,bench_out_4816/theta_564b144b.pt,bench_out_4816/iter_564b144b.csv
21f466eb,tr_correct_sampling,16,5,2,bench_out_4816/theta_21f466eb.pt,bench_out_4816/iter_21f466eb.csv
2347ea6b,tr_efficient,16,5,2,bench_out_4816/theta_2347ea6b.pt,bench_out_4816/iter_2347ea6b.csv
fb4a279b,tr_correct_sampling,24,1,0,bench_out_4816/theta_fb4a279b.pt,bench_out_4816/iter_fb4a279b.csv
664e095b,tr_efficient,24,1,0,bench_out_4816/theta_664e095b.pt,bench_out_4816/iter_664e095b.csv
a484d0c3,tr_correct_sampling,24,1,1,bench_out_4816/theta_a484d0c3.pt,bench_out_4816/iter_a484d0c3.csv
f31166d7,tr_efficient,24,1,1,bench_out_4816/theta_f31166d7.pt,bench_out_4816/iter_f31166d7.csv
42cff7cd,tr_correct_sampling,24,1,2,bench_out_4816/theta_42cff7cd.pt,bench_out_4816/iter_42cff7cd.csv
7fc5e3bd,tr_efficient,24,1,2,bench_out_4816/theta_7fc5e3bd.pt,bench_out_4816/iter_7fc5e3bd.csv
2b58f45b,tr_correct_sampling,24,3,0,bench_out_4816/theta_2b58f45b.pt,bench_out_4816/iter_2b58f45b.csv
13805ca1,tr_efficient,24,3,0,bench_out_4816/theta_13805ca1.pt,bench_out_4816/iter_13805ca1.csv
d7dde89c,tr_correct_sampling,24,3,1,bench_out_4816/theta_d7dde89c.pt,bench_out_4816/iter_d7dde89c.csv
22245c82,tr_efficient,24,3,1,bench_out_4816/theta_22245c82.pt,bench_out_4816/iter_22245c82.csv
44660e09,tr_correct_sampling,24,3,2,bench_out_4816/theta_44660e09.pt,bench_out_4816/iter_44660e09.csv
f9c25a7d,tr_efficient,24,3,2,bench_out_4816/theta_f9c25a7d.pt,bench_out_4816/iter_f9c25a7d.csv
d89976bc,tr_correct_sampling,24,5,0,bench_out_4816/theta_d89976bc.pt,bench_out_4816/iter_d89976bc.csv
557c9a8f,tr_efficient,24,5,0,bench_out_4816/theta_557c9a8f.pt,bench_out_4816/iter_557c9a8f.csv
0d674b71,tr_correct_sampling,24,5,1,bench_out_4816/theta_0d674b71.pt,bench_out_4816/iter_0d674b71.csv
ffb9e204,tr_efficient,24,5,1,bench_out_4816/theta_ffb9e204.pt,bench_out_4816/iter_ffb9e204.csv
ae9e9c61,tr_correct_sampling,24,5,2,bench_out_4816/theta_ae9e9c61.pt,bench_out_4816/iter_ae9e9c61.csv
96a5299f,tr_efficient,24,5,2,bench_out_4816/theta_96a5299f.pt,bench_out_4816/iter_96a5299f.csv
cc9add61,tr_correct_sampling,36,1,0,bench_out_4816/theta_cc9add61.pt,bench_out_4816/iter_cc9add61.csv
5b746ce9,tr_efficient,36,1,0,bench_out_4816/theta_5b746ce9.pt,bench_out_4816/iter_5b746ce9.csv
13eb34a2,tr_correct_sampling,36,1,1,bench_out_4816/theta_13eb34a2.pt,bench_out_4816/iter_13eb34a2.csv
568c4210,tr_efficient,36,1,1,bench_out_4816/theta_568c4210.pt,bench_out_4816/iter_568c4210.csv
4028bfca,tr_correct_sampling,36,1,2,bench_out_4816/theta_4028bfca.pt,bench_out_4816/iter_4028bfca.csv
7d9fbc54,tr_efficient,36,1,2,bench_out_4816/theta_7d9fbc54.pt,bench_out_4816/iter_7d9fbc54.csv
58df9f4e,tr_correct_sampling,36,3,0,bench_out_4816/theta_58df9f4e.pt,bench_out_4816/iter_58df9f4e.csv
16d9fb9e,tr_efficient,36,3,0,bench_out_4816/theta_16d9fb9e.pt,bench_out_4816/iter_16d9fb9e.csv
e259b985,tr_correct_sampling,36,3,1,bench_out_4816/theta_e259b985.pt,bench_out_4816/iter_e259b985.csv
05aa92c1,tr_efficient,36,3,1,bench_out_4816/theta_05aa92c1.pt,bench_out_4816/iter_05aa92c1.csv
52eb61a6,tr_correct_sampling,36,3,2,bench_out_4816/theta_52eb61a6.pt,bench_out_4816/iter_52eb61a6.csv
58cb9714,tr_efficient,36,3,2,bench_out_4816/theta_58cb9714.pt,bench_out_4816/iter_58cb9714.csv
779542ab,tr_correct_sampling,36,5,0,bench_out_4816/theta_779542ab.pt,bench_out_4816/iter_779542ab.csv
aa918e50,tr_efficient,36,5,0,bench_out_4816/theta_aa918e50.pt,bench_out_4816/iter_aa918e50.csv
294690ae,tr_correct_sampling,36,5,1,bench_out_4816/theta_294690ae.pt,bench_out_4816/iter_294690ae.csv
72fe744b,tr_efficient,36,5,1,bench_out_4816/theta_72fe744b.pt,bench_out_4816/iter_72fe744b.csv
43ea8171,tr_correct_sampling,36,5,2,bench_out_4816/theta_43ea8171.pt,bench_out_4816/iter_43ea8171.csv
873a7262,tr_efficient,36,5,2,bench_out_4816/theta_873a7262.pt,bench_out_4816/iter_873a7262.csv
